ATP,tourney_location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,loser_id,winner_id,match_id,Winner_Sets_Before,Winner_Gems_Before,Loser_Sets_Before,Loser_Gems_Before
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Mannarino A.,55.0,43.0,919.0,1111.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.21,1.74,2.25,1.8,2.11,1.72,105173,122330,Doha_2020_122330_105173,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Moutet C.,Sandgren T.,81.0,68.0,638.0,803.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.47,1.65,2.47,1.59,2.34,105815,144895,Doha_2020_144895_105815,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Verdasco F.,Andujar P.,49.0,64.0,1025.0,867.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.31,3.74,1.33,3.85,1.29,3.53,104665,104269,Doha_2020_104269_104665,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Ymer M.,58.0,76.0,905.0,681.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,1.97,1.92,2.0,2.07,1.87,1.92,144707,105379,Doha_2020_105379_144707,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Barrere G.,54.0,83.0,920.0,636.0,6.0,3.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.54,2.62,1.57,2.65,1.53,2.47,106296,104871,Doha_2020_104871_106296,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Kecmanovic M.,Thompson J.,62.0,63.0,881.0,878.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.74,2.21,1.8,2.3,1.72,2.11,111442,200175,Doha_2020_200175_111442,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-06,ATP250,Outdoor,Hard,1st Round,3,Krajinovic F.,Edmund K.,40.0,69.0,1148.0,800.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,1.9,1.99,2.23,2.1,1.88,1.92,106378,105936,Doha_2020_105936_106378,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Sonego L.,39.0,51.0,1151.0,990.0,6.0,1.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.0,1.36,3.18,1.4,3.2,1.43,3.03,1.37,132283,111513,Doha_2020_111513_132283,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Tiafoe F.,70.0,47.0,790.0,1050.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.03,1.86,2.1,1.87,2.01,1.78,126207,105916,Doha_2020_105916_126207,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Ilkel C.,Berankis R.,279.0,67.0,144.0,804.0,6.0,2.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,3.5,1.28,3.34,1.37,4.2,1.4,3.72,1.27,105575,117356,Doha_2020_117356_105575,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Kukushkin M.,Jaziri M.,66.0,229.0,816.0,206.0,6.0,0.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.31,3.74,1.33,4.0,1.29,3.54,104291,105062,Doha_2020_105062_104291,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Cecchinato M.,65.0,75.0,840.0,690.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.57,2.55,1.62,2.7,1.54,2.44,106065,105732,Doha_2020_105732_106065,0.0,0.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Bublik A.,58.0,55.0,905.0,919.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.83,2.09,1.83,2.2,1.75,2.06,122330,105379,Doha_2020_105379_122330,1.0,2.0,2.0,5.0
1,Doha,Qatar Exxon Mobil Open,2020-01-07,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Chardy J.,15.0,54.0,1955.0,920.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.43,3.08,1.45,3.46,1.36,3.08,104871,104527,Doha_2020_104527_104871,0.0,0.0,1.0,3.0
1,Doha,Qatar Exxon Mobil Open,2020-01-08,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Kukushkin M.,23.0,66.0,1584.0,816.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.3,3.4,1.29,4.01,1.33,4.07,1.28,3.69,105062,126094,Doha_2020_126094_105062,0.0,0.0,2.0,9.0
1,Doha,Qatar Exxon Mobil Open,2020-01-08,ATP250,Outdoor,Hard,2nd Round,3,Fucsovics M.,Ilkel C.,70.0,279.0,790.0,144.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.26,4.34,1.26,5.35,1.18,4.82,117356,105916,Doha_2020_105916_117356,1.0,2.0,1.0,6.0
1,Doha,Qatar Exxon Mobil Open,2020-01-08,ATP250,Outdoor,Hard,2nd Round,3,Verdasco F.,Krajinovic F.,49.0,40.0,1025.0,1148.0,7.0,5.0,4.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,2.25,1.57,2.4,1.65,2.4,1.67,2.32,1.6,105936,104269,Doha_2020_104269_105936,2.0,5.0,1.0,4.0
1,Doha,Qatar Exxon Mobil Open,2020-01-08,ATP250,Outdoor,Hard,2nd Round,3,Herbert P.H.,Djere L.,65.0,39.0,840.0,1151.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.45,2.99,1.57,2.99,1.49,2.59,111513,105732,Doha_2020_105732_111513,2.0,5.0,1.0,6.0
1,Doha,Qatar Exxon Mobil Open,2020-01-08,ATP250,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Tsonga J.W.,62.0,30.0,881.0,1340.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.48,1.61,2.5,1.72,2.29,1.61,104542,200175,Doha_2020_200175_104542,2.0,6.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-08,ATP250,Outdoor,Hard,2nd Round,3,Moutet C.,Raonic M.,81.0,32.0,638.0,1305.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.9,1.47,2.9,1.51,2.72,1.45,105683,144895,Doha_2020_144895_105683,2.0,3.0,0.0,0.0
1,Doha,Qatar Exxon Mobil Open,2020-01-09,ATP250,Outdoor,Hard,Quarterfinals,3,Kecmanovic M.,Fucsovics M.,62.0,70.0,881.0,790.0,6.0,2.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.69,2.34,1.71,2.34,1.63,2.27,105916,200175,Doha_2020_200175_105916,4.0,12.0,3.0,9.0
1,Doha,Qatar Exxon Mobil Open,2020-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Herbert P.H.,23.0,65.0,1584.0,840.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.32,3.79,1.32,4.03,1.26,3.79,105732,126094,Doha_2020_126094_105732,2.0,6.0,4.0,13.0
1,Doha,Qatar Exxon Mobil Open,2020-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Moutet C.,Verdasco F.,81.0,49.0,638.0,1025.0,6.0,4.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.61,2.56,1.59,2.56,1.63,2.38,1.58,104269,144895,Doha_2020_144895_104269,4.0,5.0,3.0,11.0
1,Doha,Qatar Exxon Mobil Open,2020-01-10,ATP250,Outdoor,Hard,Quarterfinals,3,Wawrinka S.,Bedene A.,15.0,58.0,1955.0,905.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.35,3.6,1.4,3.65,1.33,3.27,105379,104527,Doha_2020_104527_105379,2.0,5.0,3.0,7.0
1,Doha,Qatar Exxon Mobil Open,2020-01-10,ATP250,Outdoor,Hard,Semifinals,3,Rublev A.,Kecmanovic M.,23.0,62.0,1584.0,881.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.63,2.44,1.8,2.44,1.67,2.2,200175,126094,Doha_2020_126094_200175,4.0,11.0,6.0,22.0
1,Doha,Qatar Exxon Mobil Open,2020-01-10,ATP250,Outdoor,Hard,Semifinals,3,Moutet C.,Wawrinka S.,81.0,15.0,638.0,1955.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,3.5,1.3,4.3,1.26,4.3,1.33,3.79,1.26,104527,144895,Doha_2020_144895_104527,5.0,7.0,4.0,10.0
1,Doha,Qatar Exxon Mobil Open,2020-01-11,ATP250,Outdoor,Hard,The Final,3,Rublev A.,Moutet C.,23.0,81.0,1584.0,638.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.5,1.27,4.5,1.22,4.18,144895,126094,Doha_2020_126094_144895,6.0,19.0,6.0,9.0
2,Adelaide,Adelaide International,2020-01-12,ATP250,Outdoor,Hard,1st Round,3,Bublik A.,Fritz T.,55.0,32.0,934.0,1335.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.57,2.48,1.6,2.5,1.63,2.36,1.57,126203,122330,Adelaide_2020_122330_126203,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-12,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Opelka R.,44.0,38.0,1097.0,1227.0,5.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.5,1.28,3.79,1.31,3.79,1.35,3.34,1.32,124187,104655,Adelaide_2020_104655_124187,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-12,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Popyrin A.,40.0,95.0,1165.0,585.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.36,3.16,1.4,3.35,1.4,3.06,1.37,200615,111513,Adelaide_2020_111513_200615,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Simon G.,56.0,60.0,920.0,890.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.76,2.17,1.77,2.29,1.7,2.13,104468,104871,Adelaide_2020_104871_104468,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Evans D.,Londero J.I.,33.0,51.0,1324.0,1017.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.31,3.8,1.4,4.12,1.3,3.46,106228,105554,Adelaide_2020_105554_106228,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Harris L.,Garin C.,91.0,36.0,594.0,1285.0,7.0,6.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,1.81,2.1,1.92,2.1,1.82,1.97,106426,144750,Adelaide_2020_144750_106426,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Querrey S.,Barrere G.,45.0,82.0,1080.0,643.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.25,1.63,2.42,1.68,2.65,1.59,2.33,106296,105023,Adelaide_2020_105023_106296,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Delbonis F.,96.0,73.0,576.0,709.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.75,2.19,1.8,2.19,1.73,2.09,105643,105902,Adelaide_2020_105902_105643,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Hurkacz H.,Sonego L.,34.0,52.0,1318.0,990.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.31,3.74,1.37,3.74,1.32,3.35,132283,128034,Auckland_2020_128034_132283,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Sandgren T.,Venus M.,101.0,,553.0,,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.21,4.99,1.27,4.99,1.2,4.5,105030,105815,Auckland_2020_105815_105030,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Monteiro T.,Norrie C.,86.0,62.0,616.0,885.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.35,1.65,2.35,1.75,2.21,1.66,111815,106329,Auckland_2020_106329_111815,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Humbert U.,Ruud C.,57.0,46.0,900.0,1079.0,7.0,6.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.83,1.83,2.03,1.86,2.1,1.92,1.96,1.83,134770,200005,Auckland_2020_200005_134770,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Sinner J.,24.0,79.0,1598.0,671.0,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.66,2.27,1.7,2.27,1.87,2.1,1.73,206173,105332,Auckland_2020_105332_206173,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-13,ATP250,Outdoor,Hard,1st Round,3,Ymer M.,Tiafoe F.,77.0,49.0,685.0,1050.0,6.0,4.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.0,1.72,2.07,1.83,2.2,1.85,2.01,1.78,126207,144707,Auckland_2020_144707_126207,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-14,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Bedene A.,90.0,54.0,600.0,950.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.94,1.94,2.0,1.95,1.91,1.88,105379,126205,Adelaide_2020_126205_105379,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-14,ATP250,Outdoor,Hard,1st Round,3,Ramos-Vinolas A.,Thompson J.,42.0,65.0,1130.0,843.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.25,1.57,2.33,1.67,2.38,1.77,2.27,1.62,111442,105077,Adelaide_2020_105077_111442,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-14,ATP250,Outdoor,Hard,1st Round,3,Struff J.L.,Caruso S.,37.0,94.0,1270.0,586.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.5,1.24,4.44,1.3,5.15,1.23,4.08,106099,105526,Adelaide_2020_105526_106099,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-14,ATP250,Outdoor,Hard,1st Round,3,Bolt A.,Robert S.,157.0,661.0,332.0,30.0,6.0,4.0,2.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,,,,,1.44,4.1,1.34,3.2,103565,106109,Adelaide_2020_106109_103565,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-14,ATP250,Outdoor,Hard,1st Round,3,Pospisil V.,Sousa J.,146.0,58.0,360.0,891.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,2.93,1.45,3.0,1.41,2.88,105311,105577,Auckland_2020_105577_105311,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-14,ATP250,Outdoor,Hard,1st Round,3,Edmund K.,Davidovich Fokina A.,69.0,85.0,800.0,627.0,6.0,2.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.45,2.93,1.54,2.93,1.46,2.68,200221,106378,Auckland_2020_106378_200221,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-14,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Mmoh M.,47.0,227.0,1071.0,207.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.64,2.36,1.76,2.38,1.65,2.24,111581,105357,Auckland_2020_105357_111581,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-14,ATP250,Outdoor,Hard,2nd Round,3,Evans D.,Bublik A.,33.0,55.0,1324.0,934.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.7,2.29,1.73,2.35,1.66,2.2,122330,105554,Adelaide_2020_105554_122330,2.0,6.0,2.0,3.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Mannarino A.,84.0,43.0,636.0,1111.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,2.37,1.53,2.45,1.61,2.5,1.7,2.37,1.58,105173,104312,Auckland_2020_104312_105173,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Andujar P.,61.0,63.0,888.0,867.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.53,2.37,1.52,2.7,1.67,2.75,1.53,2.48,104665,103852,Auckland_2020_103852_104665,0.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,1st Round,3,Cecchinato M.,Mayer L.,76.0,100.0,690.0,558.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.37,1.53,2.46,1.6,2.5,1.59,2.42,1.56,104919,106065,Auckland_2020_106065_104919,0.0,0.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Harris L.,Djere L.,91.0,40.0,594.0,1165.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.46,2.94,1.53,2.94,1.44,2.75,111513,144750,Adelaide_2020_144750_111513,1.0,0.0,1.0,0.0
2,Adelaide,Adelaide International,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Querrey S.,18.0,45.0,1799.0,1080.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.64,2.42,1.69,2.42,1.62,2.28,105023,126094,Adelaide_2020_126094_105023,0.0,0.0,1.0,4.0
2,Adelaide,Adelaide International,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Cuevas P.,90.0,44.0,600.0,1097.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.52,2.74,1.54,2.75,1.49,2.6,104655,126205,Adelaide_2020_126205_104655,2.0,4.0,1.0,0.0
2,Adelaide,Adelaide International,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Chardy J.,30.0,56.0,1377.0,920.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.83,1.83,1.85,2.06,1.91,2.06,1.83,1.96,104871,105807,Adelaide_2020_105807_104871,0.0,0.0,2.0,5.0
2,Adelaide,Adelaide International,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,Munar J.,42.0,88.0,1130.0,608.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.66,2.1,1.81,2.11,1.81,2.38,1.69,2.16,144719,105077,Adelaide_2020_105077_144719,1.0,4.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Bolt A.,Struff J.L.,157.0,37.0,332.0,1270.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.22,3.83,1.31,4.49,1.33,3.84,1.26,105526,106109,Adelaide_2020_106109_105526,1.0,4.0,2.0,6.0
2,Adelaide,Adelaide International,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Duckworth J.,22.0,96.0,1656.0,576.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.5,1.63,2.52,1.57,2.37,105902,200000,Adelaide_2020_200000_105902,0.0,0.0,2.0,4.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Sandgren T.,20.0,101.0,1770.0,553.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.57,2.25,1.53,2.71,1.73,2.71,1.55,2.42,105815,104545,Auckland_2020_104545_105815,0.0,0.0,2.0,5.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Hurkacz H.,Ymer M.,34.0,77.0,1318.0,685.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.49,2.84,1.51,3.03,1.46,2.68,144707,128034,Auckland_2020_128034_144707,2.0,5.0,1.0,5.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Monteiro T.,24.0,86.0,1598.0,616.0,4.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.5,2.5,1.57,2.57,1.62,2.63,1.55,2.44,106329,105332,Auckland_2020_105332_106329,1.0,0.0,2.0,5.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Lopez F.,Fognini F.,61.0,12.0,888.0,2310.0,3.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.75,1.4,3.19,1.4,3.2,1.45,2.89,1.41,104926,103852,Auckland_2020_103852_104926,1.0,0.0,0.0,0.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Edmund K.,Seppi A.,69.0,84.0,800.0,636.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.44,2.62,1.39,3.22,1.49,3.6,1.33,3.3,104312,106378,Auckland_2020_106378_104312,1.0,5.0,1.0,1.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Humbert U.,Cecchinato M.,57.0,76.0,900.0,690.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.39,3.25,1.64,3.43,1.36,3.11,106065,200005,Auckland_2020_200005_106065,1.0,0.0,1.0,1.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Pospisil V.,13.0,146.0,2200.0,360.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.53,2.37,1.51,2.76,1.57,2.91,1.49,2.6,105577,133430,Auckland_2020_133430_105577,0.0,0.0,2.0,6.0
3,Auckland,ASB Classic,2020-01-15,ATP250,Outdoor,Hard,2nd Round,3,Millman J.,Khachanov K.,47.0,16.0,1071.0,1995.0,4.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.5,2.62,1.56,2.62,1.62,2.44,1.55,111575,105357,Auckland_2020_105357_111575,2.0,3.0,0.0,0.0
2,Adelaide,Adelaide International,2020-01-16,ATP250,Outdoor,Hard,Quarterfinals,3,Harris L.,Carreno Busta P.,91.0,30.0,594.0,1377.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.5,2.83,1.5,2.83,1.54,2.65,1.48,105807,144750,Adelaide_2020_144750_105807,3.0,4.0,2.0,7.0
2,Adelaide,Adelaide International,2020-01-16,ATP250,Outdoor,Hard,Quarterfinals,3,Rublev A.,Evans D.,18.0,33.0,1799.0,1324.0,6.0,4.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.49,2.87,1.53,2.87,1.47,2.67,105554,126094,Adelaide_2020_126094_105554,2.0,6.0,4.0,12.0
2,Adelaide,Adelaide International,2020-01-16,ATP250,Outdoor,Hard,Quarterfinals,3,Paul T.,Ramos-Vinolas A.,90.0,42.0,600.0,1130.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.56,2.65,1.62,3.03,1.54,2.47,105077,126205,Adelaide_2020_126205_105077,4.0,13.0,3.0,8.0
2,Adelaide,Adelaide International,2020-01-16,ATP250,Outdoor,Hard,Quarterfinals,3,Auger-Aliassime F.,Bolt A.,22.0,157.0,1656.0,332.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.47,2.97,1.54,2.97,1.46,2.7,106109,200000,Adelaide_2020_200000_106109,2.0,4.0,3.0,9.0
3,Auckland,ASB Classic,2020-01-16,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Edmund K.,20.0,69.0,1770.0,800.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.9,1.9,1.92,2.0,1.92,2.0,1.87,1.92,106378,104545,Auckland_2020_104545_106378,1.0,3.0,3.0,9.0
3,Auckland,ASB Classic,2020-01-16,ATP250,Outdoor,Hard,Quarterfinals,3,Humbert U.,Shapovalov D.,57.0,13.0,900.0,2200.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.26,1.4,3.4,1.4,3.12,1.35,133430,200005,Auckland_2020_200005_133430,3.0,7.0,2.0,3.0
3,Auckland,ASB Classic,2020-01-16,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Millman J.,24.0,47.0,1598.0,1071.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.72,2.33,1.69,2.33,1.82,2.11,1.72,105357,105332,Auckland_2020_105332_105357,2.0,3.0,3.0,7.0
3,Auckland,ASB Classic,2020-01-16,ATP250,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Lopez F.,34.0,61.0,1318.0,888.0,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.33,3.4,1.35,3.61,1.36,3.94,1.32,3.36,103852,128034,Auckland_2020_128034_103852,4.0,10.0,2.0,2.0
