ATP,tourney_location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,loser_id,winner_id,match_id
1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3.0,Basilashvili N.,Arnaboldi A.,40.0,267.0,1395.0,206.0,4.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,1.5,2.5,1.61,2.44,1.67,2.56,1.56,2.42,105063,105932,Antalya_2021_105932_105063
1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3.0,Celikbilek A.,Zuk K.,309.0,262.0,150.0,209.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.63,1.54,2.7,1.55,2.57,1.5,200390,123795,Antalya_2021_123795_200390
1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3.0,Ruusuvuori E.,Vesely J.,87.0,67.0,806.0,928.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.56,2.58,1.63,3.03,1.52,2.53,106210,200325,Antalya_2021_200325_106210
1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3.0,Bublik A.,Caruso S.,49.0,76.0,1090.0,858.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.81,2.09,1.87,2.3,1.72,2.11,106099,122330,Antalya_2021_122330_106099
1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3.0,Goffin D.,Herbert P.H.,16.0,83.0,2555.0,822.0,3.0,6.0,7.0,5.0,6.0,0.0,,,,,2.0,1.0,Completed,1.4,2.75,1.46,2.92,1.5,3.0,1.44,2.78,105732,105676,Antalya_2021_105676_105732
1,Antalya,Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3.0,Travaglia S.,Kecmanovic M.,75.0,42.0,869.0,1328.0,1.0,6.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,2.62,1.44,2.8,1.49,2.85,1.5,2.71,1.45,200175,105882,Antalya_2021_105882_200175
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Struff J.L.,Kotov P.,37.0,269.0,1450.0,205.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.24,4.44,1.27,4.6,1.22,4.16,200303,105526,Antalya_2021_105526_200303
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Lamasine T.,Gerasimov E.,271.0,78.0,204.0,840.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,5.0,1.16,5.74,1.17,5.74,1.22,5.12,1.16,106078,106137,Antalya_2021_106137_106078
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Andreev A.,Ilhan M.,564.0,571.0,52.0,51.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.24,4.53,1.25,4.65,1.22,4.24,104947,202090,Antalya_2021_202090_104947
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Grenier H.,Molcan A.,250.0,313.0,220.0,145.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,2.0,1.89,2.05,2.0,1.87,1.92,144684,126409,Antalya_2021_126409_144684
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Berrettini M.,Kirkin E.,10.0,446.0,3085.0,83.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.03,16.3,1.04,24.25,1.02,13.94,144985,126610,Antalya_2021_126610_144985
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Chardy J.,Albot R.,72.0,85.0,880.0,817.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.18,1.75,2.2,1.8,2.11,1.71,105430,104871,Antalya_2021_104871_105430
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,De Minaur A.,Jaziri M.,23.0,249.0,1860.0,220.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.04,14.8,1.05,18.7,1.03,12.68,104291,200282,Antalya_2021_200282_104291
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Kuhn N.,Bachinger M.,253.0,279.0,219.0,189.0,3.0,6.0,6.0,3.0,4.0,1.0,,,,,1.0,1.0,Retired,2.25,1.57,2.48,1.6,2.7,1.63,2.42,1.56,104897,200095,Antalya_2021_200095_104897
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Fognini F.,Vrbensky M.,17.0,311.0,2400.0,148.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.49,2.81,1.49,3.0,1.43,2.8,202398,104926,Antalya_2021_104926_202398
1,Antalya,Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3.0,Kuzmanov D.,Djere L.,298.0,55.0,166.0,1068.0,6.0,1.0,3.0,2.0,,,,,,,1.0,0.0,Retired,2.62,1.44,2.7,1.52,2.73,1.57,2.6,1.49,111513,106220,Antalya_2021_106220_111513
1,Antalya,Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,3.0,De Minaur A.,Andreev A.,23.0,564.0,1860.0,52.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,10.12,1.09,11.0,1.07,8.57,202090,200282,Antalya_2021_200282_202090
1,Antalya,Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,3.0,Basilashvili N.,Celikbilek A.,40.0,309.0,1395.0,150.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.45,3.0,1.45,3.12,1.41,2.87,123795,105932,Antalya_2021_105932_123795
1,Antalya,Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,3.0,Travaglia S.,Ruusuvuori E.,75.0,87.0,869.0,806.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.76,1.51,2.76,1.54,2.61,1.49,200325,105882,Antalya_2021_105882_200325
1,Antalya,Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,3.0,Goffin D.,Kuhn N.,16.0,253.0,2555.0,219.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.11,7.84,1.13,7.84,1.1,6.82,200095,105676,Antalya_2021_105676_200095
1,Antalya,Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,3.0,Chardy J.,Fognini F.,72.0,17.0,880.0,2400.0,7.0,6.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.61,2.31,1.69,2.31,1.82,2.2,1.66,104926,104871,Antalya_2021_104871_104926
1,Antalya,Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,3.0,Bublik A.,Lamasine T.,49.0,271.0,1090.0,204.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.18,4.5,1.22,4.81,1.24,4.81,1.21,4.35,106137,122330,Antalya_2021_122330_106137
1,Antalya,Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,3.0,Struff J.L.,Grenier H.,37.0,250.0,1450.0,220.0,,,,,,,,,,,,,Walkover,1.18,4.5,1.21,5.02,1.22,5.02,1.2,4.54,126409,105526,Antalya_2021_105526_126409
1,Antalya,Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,3.0,Berrettini M.,Kuzmanov D.,10.0,298.0,3085.0,166.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.09,9.04,1.09,11.0,1.07,8.72,106220,126610,Antalya_2021_126610_106220
1,Antalya,Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,3.0,Goffin D.,Travaglia S.,16.0,75.0,2555.0,869.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.36,3.43,1.38,3.47,1.34,3.25,105882,105676,Antalya_2021_105676_105882
1,Antalya,Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,3.0,Chardy J.,Struff J.L.,72.0,37.0,880.0,1450.0,4.0,6.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.62,1.5,2.86,1.48,2.86,1.53,2.65,1.48,105526,104871,Antalya_2021_104871_105526
1,Antalya,Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,3.0,Bublik A.,Berrettini M.,49.0,10.0,1090.0,3085.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.05,1.29,4.05,1.37,3.49,1.3,126610,122330,Antalya_2021_122330_126610
1,Antalya,Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,3.0,De Minaur A.,Basilashvili N.,23.0,40.0,1860.0,1395.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.12,7.56,1.13,7.7,1.11,6.76,105932,200282,Antalya_2021_200282_105932
1,Antalya,Antalya Open,2021-01-12,ATP250,Indoor,Hard,Semifinals,3.0,De Minaur A.,Goffin D.,23.0,16.0,1860.0,2555.0,6.0,4.0,3.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.53,2.5,1.6,2.51,1.62,2.55,1.57,2.41,105676,200282,Antalya_2021_200282_105676
1,Antalya,Antalya Open,2021-01-12,ATP250,Indoor,Hard,Semifinals,3.0,Bublik A.,Chardy J.,49.0,72.0,1090.0,880.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.5,2.8,1.54,3.0,1.44,2.8,104871,122330,Antalya_2021_122330_104871
1,Antalya,Antalya Open,2021-01-13,ATP250,Indoor,Hard,The Final,3.0,De Minaur A.,Bublik A.,23.0,49.0,1860.0,1090.0,,2.0,,,,,,,,,0.0,,Retired,1.2,4.5,1.22,4.87,1.23,5.3,1.21,4.43,122330,200282,Antalya_2021_200282_122330
2,Delray Beach,Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Monteiro T.,Bellucci T.,84.0,281.0,820.0,185.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.36,3.42,1.44,3.5,1.36,3.1,105064,106329,Delray Beach_2021_106329_105064
2,Delray Beach,Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Paul T.,Nam J.S.,52.0,268.0,1080.0,205.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.12,6.0,1.13,6.81,1.24,6.81,1.13,6.0,106227,126205,Delray Beach_2021_126205_106227
2,Delray Beach,Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Mager G.,Harrison R.,101.0,481.0,733.0,73.0,3.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,2.0,1.72,2.3,1.68,2.45,1.81,2.18,1.68,105992,126149,Delray Beach_2021_126149_105992
2,Delray Beach,Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,3.0,Korda S.,Kwon S.W.,119.0,95.0,566.0,768.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.74,2.21,1.8,2.31,1.74,2.09,126952,200624,Delray Beach_2021_200624_126952
2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Querrey S.,Mcdonald M.,56.0,194.0,1065.0,335.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.94,1.94,1.95,2.15,1.87,1.92,111456,105023,Delray Beach_2021_105023_111456
2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Harrison C.,Etcheverry T.,280.0,256.0,225.0,216.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.33,3.25,1.36,3.42,1.55,3.42,1.39,3.01,144869,106328,Delray Beach_2021_106328_144869
2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Galan D.E.,Martin A.,115.0,100.0,606.0,734.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.47,2.87,1.54,2.88,1.46,2.7,105413,123755,Delray Beach_2021_123755_105413
2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Quiroz R.,Rubin N.,293.0,251.0,171.0,219.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.72,2.12,1.79,2.2,1.88,2.07,1.76,111511,105933,Delray Beach_2021_105933_111511
2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Fratangelo B.,King K.,274.0,304.0,195.0,154.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.52,2.68,1.61,2.8,1.5,2.57,110536,106216,Delray Beach_2021_106216_110536
2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Norrie C.,Aragone J.C.,74.0,299.0,877.0,165.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.2,4.33,1.2,5.13,1.23,6.0,1.18,4.85,111574,111815,Delray Beach_2021_111815_111574
2,Delray Beach,Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3.0,Karlovic I.,Andujar P.,148.0,59.0,444.0,1044.0,6.0,3.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.62,1.44,2.86,1.47,3.0,1.61,2.72,1.46,104665,103333,Delray Beach_2021_103333_104665
2,Delray Beach,Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,1st Round,3.0,Tiafoe F.,Young D.,62.0,327.0,1005.0,135.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.0,1.19,5.38,1.27,5.75,1.19,4.69,105385,126207,Delray Beach_2021_126207_105385
2,Delray Beach,Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Mager G.,Querrey S.,101.0,56.0,733.0,1065.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,4.0,1.22,3.97,1.29,4.2,1.3,3.84,1.25,105023,126149,Delray Beach_2021_126149_105023
2,Delray Beach,Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Harrison C.,Garin C.,280.0,22.0,225.0,2180.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.62,1.44,2.51,1.6,3.02,1.63,2.55,1.51,106426,106328,Delray Beach_2021_106328_106426
2,Delray Beach,Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,3.0,Korda S.,Paul T.,119.0,52.0,566.0,1080.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.37,1.53,2.69,1.53,2.69,1.62,2.45,1.54,126205,200624,Delray Beach_2021_200624_126205
2,Delray Beach,Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,3.0,Isner J.,Monteiro T.,25.0,84.0,1850.0,820.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.86,1.54,3.03,1.47,2.67,106329,104545,Delray Beach_2021_104545_106329
2,Delray Beach,Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,3.0,Hurkacz H.,Galan D.E.,35.0,115.0,1518.0,606.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.0,1.41,3.19,1.41,3.52,1.36,3.12,123755,128034,Delray Beach_2021_128034_123755
2,Delray Beach,Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,3.0,Tiafoe F.,Fratangelo B.,62.0,274.0,1005.0,195.0,6.0,4.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.3,3.4,1.29,4.0,1.34,4.0,1.29,3.53,106216,126207,Delray Beach_2021_126207_106216
2,Delray Beach,Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,3.0,Quiroz R.,Karlovic I.,293.0,148.0,171.0,444.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.66,2.36,1.67,2.4,1.75,2.22,1.66,103333,105933,Delray Beach_2021_105933_103333
2,Delray Beach,Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,2nd Round,3.0,Norrie C.,Mannarino A.,74.0,34.0,877.0,1561.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,1.9,1.92,1.99,2.0,2.25,1.84,1.95,105173,111815,Delray Beach_2021_111815_105173
2,Delray Beach,Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,3.0,Harrison C.,Mager G.,280.0,101.0,225.0,733.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.68,2.34,1.79,2.34,1.69,2.18,126149,106328,Delray Beach_2021_106328_126149
2,Delray Beach,Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,3.0,Hurkacz H.,Quiroz R.,35.0,293.0,1518.0,171.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.19,5.37,1.22,6.5,1.15,5.4,105933,128034,Delray Beach_2021_128034_105933
2,Delray Beach,Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,3.0,Korda S.,Isner J.,119.0,25.0,566.0,1850.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.1,1.72,2.13,1.8,2.2,1.92,2.1,1.74,104545,200624,Delray Beach_2021_200624_104545
2,Delray Beach,Delray Beach Open,2021-01-12,ATP250,Outdoor,Hard,Quarterfinals,3.0,Norrie C.,Tiafoe F.,74.0,62.0,877.0,1005.0,6.0,0.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.1,1.72,2.03,1.88,2.2,1.91,2.04,1.78,126207,111815,Delray Beach_2021_111815_126207
2,Delray Beach,Delray Beach Open,2021-01-12,ATP250,Outdoor,Hard,Semifinals,3.0,Hurkacz H.,Harrison C.,35.0,280.0,1518.0,225.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.41,3.18,1.44,3.6,1.37,3.13,106328,128034,Delray Beach_2021_128034_106328
2,Delray Beach,Delray Beach Open,2021-01-13,ATP250,Outdoor,Hard,Semifinals,3.0,Korda S.,Norrie C.,119.0,74.0,566.0,877.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.66,2.2,1.76,2.19,1.78,2.33,1.69,2.17,111815,200624,Delray Beach_2021_200624_111815
2,Delray Beach,Delray Beach Open,2021-01-13,ATP250,Outdoor,Hard,The Final,3.0,Hurkacz H.,Korda S.,35.0,119.0,1518.0,566.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.83,2.09,1.92,2.14,1.81,2.0,200624,128034,Delray Beach_2021_128034_200624
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Raonic M.,Coria F.,14.0,92.0,2630.0,785.0,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,26.0,1.01,26.84,1.02,34.0,1.01,21.38,105948,105683,Melbourne_2021_105683_105948
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Mannarino A.,Novak D.,36.0,98.0,1561.0,752.0,6.0,2.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.66,2.2,1.66,2.37,1.83,2.37,1.68,2.19,110602,105173,Melbourne_2021_105173_110602
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Ruusuvuori E.,Monfils G.,86.0,11.0,816.0,2860.0,3.0,6.0,6.0,4.0,7.0,5.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.61,2.3,1.56,2.59,1.78,2.6,1.56,2.42,104792,200325,Melbourne_2021_200325_104792
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Moutet C.,Millman J.,71.0,39.0,928.0,1421.0,6.0,4.0,6.0,7.0,3.0,6.0,6.0,2.0,6.0,3.0,3.0,2.0,Completed,3.0,1.4,2.88,1.48,3.05,1.5,2.78,1.44,105357,144895,Melbourne_2021_144895_105357
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Opelka R.,Lu Y.,38.0,1009.0,1422.0,10.0,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.06,10.0,1.05,14.72,1.07,15.0,1.04,11.4,104229,124187,Melbourne_2021_124187_104229
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Wawrinka S.,Sousa P.,18.0,107.0,2365.0,701.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.08,8.0,1.09,9.33,1.1,11.25,1.08,8.13,105155,104527,Melbourne_2021_104527_105155
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Bolt A.,Gombos N.,166.0,89.0,400.0,797.0,6.0,2.0,6.0,2.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.66,2.2,1.88,2.02,1.94,2.4,1.74,2.09,105613,106109,Melbourne_2021_106109_105613
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Martinez P.,Nishioka Y.,87.0,58.0,810.0,1062.0,6.0,7.0,6.0,1.0,6.0,1.0,6.0,1.0,,,3.0,1.0,Completed,3.2,1.36,3.1,1.43,3.25,1.47,3.0,1.38,106415,124079,Melbourne_2021_124079_106415
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Fritz T.,Ramos-Vinolas A.,31.0,46.0,1695.0,1210.0,7.0,6.0,3.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.14,5.5,1.18,5.63,1.2,6.05,1.15,5.47,105077,126203,Melbourne_2021_126203_105077
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Fucsovics M.,Polmans M.,55.0,126.0,1072.0,546.0,4.0,6.0,6.0,3.0,6.0,1.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.16,5.0,1.23,4.67,1.24,5.3,1.19,4.58,117360,105916,Melbourne_2021_105916_117360
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Thiem D.,Kukushkin M.,3.0,90.0,9125.0,796.0,7.0,6.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.02,17.0,1.04,16.39,1.05,21.0,1.02,15.11,105062,106233,Melbourne_2021_106233_105062
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Karatsev A.,Mager G.,114.0,96.0,642.0,770.0,6.0,3.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.25,4.0,1.26,4.33,1.32,4.55,1.24,4.0,126149,106234,Melbourne_2021_106234_126149
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Kecmanovic M.,Majchrzak K.,41.0,109.0,1353.0,690.0,6.0,2.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.44,2.75,1.49,2.85,1.49,3.1,1.42,2.87,111794,200175,Melbourne_2021_200175_111794
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Zverev A.,Giron M.,7.0,75.0,5615.0,889.0,6.0,7.0,7.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.05,11.0,1.06,11.72,1.09,12.0,1.06,9.63,106218,100644,Melbourne_2021_100644_106218
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Bublik A.,Bedene A.,45.0,57.0,1220.0,1065.0,6.0,4.0,7.0,5.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.8,1.99,1.92,2.05,2.05,1.95,1.86,105379,122330,Melbourne_2021_122330_105379
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Gerasimov E.,Paire B.,79.0,29.0,854.0,1738.0,6.0,2.0,2.0,6.0,7.0,6.0,7.0,5.0,,,3.0,1.0,Completed,1.16,5.0,1.19,5.44,1.19,8.0,1.15,5.36,105332,106078,Melbourne_2021_106078_105332
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Duckworth J.,Dzumhur D.,105.0,120.0,721.0,572.0,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.36,3.2,1.45,2.98,1.45,3.25,1.38,3.02,106000,105902,Melbourne_2021_105902_106000
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Vesely J.,Coppejans K.,68.0,178.0,958.0,368.0,6.0,4.0,3.0,6.0,6.0,7.0,6.0,3.0,6.0,3.0,3.0,2.0,Completed,1.25,4.0,1.29,3.97,1.32,4.35,1.25,3.91,106293,106210,Melbourne_2021_106210_106293
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Humbert U.,Uchiyama Y.,34.0,106.0,1671.0,701.0,6.0,3.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.14,5.5,1.16,6.25,1.17,6.5,1.14,5.8,106034,200005,Melbourne_2021_200005_106034
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Muller A.,Londero J.I.,210.0,83.0,305.0,832.0,4.0,6.0,6.0,3.0,6.0,0.0,6.0,3.0,,,3.0,1.0,Completed,1.8,2.0,1.89,2.0,1.91,2.05,1.83,1.99,106228,124186,Melbourne_2021_124186_106228
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Carreno Busta P.,Nishikori K.,16.0,42.0,2585.0,1345.0,7.0,5.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.33,3.4,1.3,3.92,1.35,3.95,1.3,3.51,105453,105807,Melbourne_2021_105807_105453
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Tiafoe F.,Travaglia S.,64.0,60.0,1005.0,1024.0,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.28,3.75,1.33,3.66,1.33,3.8,1.29,3.55,105882,126207,Melbourne_2021_126207_105882
5,Melbourne,Australian Open,2021-02-08,Grand Slam,Outdoor,Hard,1st Round,5.0,Dimitrov G.,Cilic M.,21.0,43.0,2260.0,1325.0,6.0,4.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.5,2.62,1.6,2.51,1.6,2.67,1.52,2.54,105227,105777,Melbourne_2021_105777_105227
